region_code,weather_param,year, key, value
UK,Tmean,1994,Aug,14.3
UK,Tmean,1994,Sep,11.4
UK,Tmean,1994,Oct,9.0
UK,Tmean,1994,Nov,8.8
UK,Tmean,1994,Dec,5.4
UK,Tmean,1994,Win,3.43
UK,Tmean,1995,Jan,3.5
UK,Tmean,1995,Feb,4.9
UK,Tmean,1995,March,4.2
UK,Tmean,1995,Apr,7.6
UK,Tmean,1995,May,10.2
UK,Tmean,1995,June,12.9
UK,Tmean,1995,July,16.6
UK,Tmean,1995,Aug,17.3
UK,Tmean,1995,Sep,12.4
UK,Tmean,1995,Oct,11.6
UK,Tmean,1995,Nov,6.9
UK,Tmean,1995,Dec,1.7
UK,Tmean,1995,Win,4.59
UK,Tmean,1996,Jan,3.9
UK,Tmean,1996,Feb,2.0
UK,Tmean,1996,March,3.7
UK,Tmean,1996,Apr,7.4
UK,Tmean,1996,May,8.0
UK,Tmean,1996,June,12.9
UK,Tmean,1996,July,14.7
UK,Tmean,1996,Aug,15.1
UK,Tmean,1996,Sep,12.6
UK,Tmean,1996,Oct,10.3
UK,Tmean,1996,Nov,4.7
UK,Tmean,1996,Dec,2.5
UK,Tmean,1996,Win,2.53
UK,Tmean,1997,Jan,2.2
UK,Tmean,1997,Feb,5.2
UK,Tmean,1997,March,7.1
UK,Tmean,1997,Apr,7.9
UK,Tmean,1997,May,10.2
UK,Tmean,1997,June,12.6
UK,Tmean,1997,July,15.3
UK,Tmean,1997,Aug,17.1
UK,Tmean,1997,Sep,12.7
UK,Tmean,1997,Oct,9.2
UK,Tmean,1997,Nov,7.7
UK,Tmean,1997,Dec,5.2
UK,Tmean,1997,Win,3.23
UK,Tmean,1998,Jan,4.3
UK,Tmean,1998,Feb,6.8
UK,Tmean,1998,March,6.7
UK,Tmean,1998,Apr,6.6
UK,Tmean,1998,May,11.5
UK,Tmean,1998,June,12.6
UK,Tmean,1998,July,14.0
UK,Tmean,1998,Aug,14.4
UK,Tmean,1998,Sep,13.4
UK,Tmean,1998,Oct,9.0
UK,Tmean,1998,Nov,5.2
UK,Tmean,1998,Dec,4.9
UK,Tmean,1998,Win,5.36
UK,Tmean,1999,Jan,4.5
UK,Tmean,1999,Feb,4.2
UK,Tmean,1999,March,6.2
UK,Tmean,1999,Apr,8.3
UK,Tmean,1999,May,11.4
UK,Tmean,1999,June,12.4
UK,Tmean,1999,July,15.9
UK,Tmean,1999,Aug,14.8
UK,Tmean,1999,Sep,14.2
UK,Tmean,1999,Oct,9.8
UK,Tmean,1999,Nov,6.8
UK,Tmean,1999,Dec,3.6
UK,Tmean,1999,Win,4.52
UK,Tmean,2000,Jan,4.3
UK,Tmean,2000,Feb,5.0
UK,Tmean,2000,March,6.5
UK,Tmean,2000,Apr,6.7
UK,Tmean,2000,May,10.8
UK,Tmean,2000,June,13.1
UK,Tmean,2000,July,14.1
UK,Tmean,2000,Aug,15.2
UK,Tmean,2000,Sep,13.4
UK,Tmean,2000,Oct,9.2
UK,Tmean,2000,Nov,5.8
UK,Tmean,2000,Dec,4.6
UK,Tmean,2000,Win,4.29
UK,Tmean,2001,Jan,2.6
UK,Tmean,2001,Feb,3.4
UK,Tmean,2001,March,4.1
UK,Tmean,2001,Apr,6.7
UK,Tmean,2001,May,11.4
UK,Tmean,2001,June,12.6
UK,Tmean,2001,July,15.3
UK,Tmean,2001,Aug,15.2
UK,Tmean,2001,Sep,12.3
UK,Tmean,2001,Oct,12.2
UK,Tmean,2001,Nov,6.8
UK,Tmean,2001,Dec,3.1
UK,Tmean,2001,Win,3.54
UK,Tmean,2002,Jan,5.0
UK,Tmean,2002,Feb,5.5
UK,Tmean,2002,March,6.5
UK,Tmean,2002,Apr,8.2
UK,Tmean,2002,May,10.8
UK,Tmean,2002,June,13.2
UK,Tmean,2002,July,14.4
UK,Tmean,2002,Aug,15.6
UK,Tmean,2002,Sep,13.2
UK,Tmean,2002,Oct,8.7
UK,Tmean,2002,Nov,7.5
UK,Tmean,2002,Dec,4.8
UK,Tmean,2002,Win,4.53
UK,Tmean,2003,Jan,3.7
UK,Tmean,2003,Feb,3.4
UK,Tmean,2003,March,6.7
UK,Tmean,2003,Apr,8.9
UK,Tmean,2003,May,10.7
UK,Tmean,2003,June,14.6
UK,Tmean,2003,July,16.2
UK,Tmean,2003,Aug,16.5
UK,Tmean,2003,Sep,13.1
UK,Tmean,2003,Oct,8.2
UK,Tmean,2003,Nov,7.4
UK,Tmean,2003,Dec,4.3
UK,Tmean,2003,Win,3.99
UK,Tmean,2004,Jan,4.4
UK,Tmean,2004,Feb,4.4
UK,Tmean,2004,March,5.7
UK,Tmean,2004,Apr,8.5
UK,Tmean,2004,May,11.1
UK,Tmean,2004,June,14.0
UK,Tmean,2004,July,14.4
UK,Tmean,2004,Aug,16.1
UK,Tmean,2004,Sep,13.4
UK,Tmean,2004,Oct,9.4
UK,Tmean,2004,Nov,7.1
UK,Tmean,2004,Dec,5.0
UK,Tmean,2004,Win,4.35
UK,Tmean,2005,Jan,5.3
UK,Tmean,2005,Feb,3.7
UK,Tmean,2005,March,6.4
UK,Tmean,2005,Apr,7.9
UK,Tmean,2005,May,10.0
UK,Tmean,2005,June,14.1
UK,Tmean,2005,July,15.3
UK,Tmean,2005,Aug,14.9
UK,Tmean,2005,Sep,13.8
UK,Tmean,2005,Oct,11.7
UK,Tmean,2005,Nov,5.6
UK,Tmean,2005,Dec,4.2
UK,Tmean,2005,Win,4.71
UK,Tmean,2006,Jan,3.9
UK,Tmean,2006,Feb,3.5
UK,Tmean,2006,March,3.9
UK,Tmean,2006,Apr,7.4
UK,Tmean,2006,May,10.7
UK,Tmean,2006,June,14.5
UK,Tmean,2006,July,17.8
UK,Tmean,2006,Aug,15.0
UK,Tmean,2006,Sep,15.2
UK,Tmean,2006,Oct,11.7
UK,Tmean,2006,Nov,7.2
UK,Tmean,2006,Dec,5.5
UK,Tmean,2006,Win,3.85
UK,Tmean,2007,Jan,5.9
UK,Tmean,2007,Feb,5.2
UK,Tmean,2007,March,6.3
UK,Tmean,2007,Apr,10.2
UK,Tmean,2007,May,10.7
UK,Tmean,2007,June,13.7
UK,Tmean,2007,July,14.3
UK,Tmean,2007,Aug,14.4
UK,Tmean,2007,Sep,12.6
UK,Tmean,2007,Oct,10.3
UK,Tmean,2007,Nov,6.9
UK,Tmean,2007,Dec,4.4
UK,Tmean,2007,Win,5.56
UK,Tmean,2008,Jan,5.3
UK,Tmean,2008,Feb,4.9
UK,Tmean,2008,March,5.1
UK,Tmean,2008,Apr,7.1
UK,Tmean,2008,May,12.2
UK,Tmean,2008,June,12.9
UK,Tmean,2008,July,15.3
UK,Tmean,2008,Aug,15.1
UK,Tmean,2008,Sep,12.5
UK,Tmean,2008,Oct,8.7
UK,Tmean,2008,Nov,6.2
UK,Tmean,2008,Dec,3.1
UK,Tmean,2008,Win,4.86
UK,Tmean,2009,Jan,2.8
UK,Tmean,2009,Feb,3.7
UK,Tmean,2009,March,6.1
UK,Tmean,2009,Apr,8.9
UK,Tmean,2009,May,10.9
UK,Tmean,2009,June,13.7
UK,Tmean,2009,July,15.2
UK,Tmean,2009,Aug,15.4
UK,Tmean,2009,Sep,13.2
UK,Tmean,2009,Oct,10.4
UK,Tmean,2009,Nov,7.3
UK,Tmean,2009,Dec,2.1
UK,Tmean,2009,Win,3.21
UK,Tmean,2010,Jan,0.9
UK,Tmean,2010,Feb,1.9
UK,Tmean,2010,March,5.1
UK,Tmean,2010,Apr,8.0
UK,Tmean,2010,May,9.8
UK,Tmean,2010,June,14.2
UK,Tmean,2010,July,15.6
UK,Tmean,2010,Aug,14.2
UK,Tmean,2010,Sep,12.8
UK,Tmean,2010,Oct,9.4
UK,Tmean,2010,Nov,4.3
UK,Tmean,2010,Dec,-0.9
UK,Tmean,2010,Win,1.64
UK,Tmean,2011,Jan,3.1
UK,Tmean,2011,Feb,5.3
UK,Tmean,2011,March,5.8
UK,Tmean,2011,Apr,10.7
UK,Tmean,2011,May,11.0
UK,Tmean,2011,June,12.7
UK,Tmean,2011,July,14.2
UK,Tmean,2011,Aug,14.1
UK,Tmean,2011,Sep,13.8
UK,Tmean,2011,Oct,11.3
UK,Tmean,2011,Nov,8.7
UK,Tmean,2011,Dec,4.8
UK,Tmean,2011,Win,2.43
UK,Tmean,2012,Jan,4.7
UK,Tmean,2012,Feb,4.2
UK,Tmean,2012,March,7.7
UK,Tmean,2012,Apr,6.3
UK,Tmean,2012,May,10.5
UK,Tmean,2012,June,12.3
UK,Tmean,2012,July,14.1
UK,Tmean,2012,Aug,15.3
UK,Tmean,2012,Sep,12.0
UK,Tmean,2012,Oct,8.2
UK,Tmean,2012,Nov,5.8
UK,Tmean,2012,Dec,3.9
UK,Tmean,2012,Win,4.58
UK,Tmean,2013,Jan,3.3
UK,Tmean,2013,Feb,2.8
UK,Tmean,2013,March,2.2
UK,Tmean,2013,Apr,6.3
UK,Tmean,2013,May,9.5
UK,Tmean,2013,June,12.8
UK,Tmean,2013,July,17.0
UK,Tmean,2013,Aug,15.6
UK,Tmean,2013,Sep,12.8
UK,Tmean,2013,Oct,11.2
UK,Tmean,2013,Nov,5.5
UK,Tmean,2013,Dec,5.7
UK,Tmean,2013,Win,3.34
UK,Tmean,2014,Jan,4.8
UK,Tmean,2014,Feb,5.2
UK,Tmean,2014,March,6.7
UK,Tmean,2014,Apr,9.2
UK,Tmean,2014,May,11.2
UK,Tmean,2014,June,14.2
UK,Tmean,2014,July,16.3
UK,Tmean,2014,Aug,13.9
UK,Tmean,2014,Sep,13.9
UK,Tmean,2014,Oct,11.1
UK,Tmean,2014,Nov,7.6
UK,Tmean,2014,Dec,4.4
UK,Tmean,2014,Win,5.22
UK,Tmean,2015,Jan,3.7
UK,Tmean,2015,Feb,3.5
UK,Tmean,2015,March,5.5
UK,Tmean,2015,Apr,7.9
UK,Tmean,2015,May,9.6
UK,Tmean,2015,June,12.7
UK,Tmean,2015,July,14.4
UK,Tmean,2015,Aug,14.7
UK,Tmean,2015,Sep,11.9
UK,Tmean,2015,Oct,10.0
UK,Tmean,2015,Nov,8.2
UK,Tmean,2015,Dec,7.9
UK,Tmean,2015,Win,3.91
UK,Tmean,2016,Jan,4.6
UK,Tmean,2016,Feb,3.9
UK,Tmean,2016,March,5.3
UK,Tmean,2016,Apr,6.5
UK,Tmean,2016,May,11.3
UK,Tmean,2016,June,13.9
UK,Tmean,2016,July,15.3
UK,Tmean,2016,Aug,15.5
UK,Tmean,2016,Sep,14.6
UK,Tmean,2016,Oct,9.8
UK,Tmean,2016,Nov,4.9
UK,Tmean,2016,Dec,5.9
UK,Tmean,2016,Win,5.49
UK,Tmean,2017,Jan,3.9
UK,Tmean,2017,Feb,5.3
UK,Tmean,2017,March,7.3
UK,Tmean,2017,Apr,8.0
UK,Tmean,2017,May,12.1
UK,Tmean,2017,June,14.5
UK,Tmean,2017,July,15.1
UK,Tmean,2017,Aug,14.5
UK,Tmean,2017,Sep,12.6
UK,Tmean,2017,Oct,11.3
UK,Tmean,2017,Nov,5.8
UK,Tmean,2017,Dec,4.1
UK,Tmean,2017,Win,5.00
UK,Sunshine,1929,Jan,39.5
UK,Sunshine,1929,Feb,51.6
UK,Sunshine,1929,March,169.5
UK,Sunshine,1929,Apr,153.1
UK,Sunshine,1929,May,211.5
UK,Sunshine,1929,June,199.2
UK,Sunshine,1929,July,184.2
UK,Sunshine,1929,Aug,141.6
UK,Sunshine,1929,Sep,151.6
UK,Sunshine,1929,Oct,98.9
UK,Sunshine,1929,Nov,55.0
UK,Sunshine,1929,Dec,49.3
UK,Sunshine,1929,Win,N/A
UK,Sunshine,1930,Jan,44.8
UK,Sunshine,1930,Feb,68.4
UK,Sunshine,1930,March,104.8
UK,Sunshine,1930,Apr,121.9
UK,Sunshine,1930,May,159.4
UK,Sunshine,1930,June,215.2
UK,Sunshine,1930,July,145.0
UK,Sunshine,1930,Aug,158.4
UK,Sunshine,1930,Sep,105.8
UK,Sunshine,1930,Oct,94.9
UK,Sunshine,1930,Nov,62.1
UK,Sunshine,1930,Dec,29.0
UK,Sunshine,1930,Win,162.5
UK,Sunshine,1931,Jan,54.2
UK,Sunshine,1931,Feb,58.5
UK,Sunshine,1931,March,132.4
UK,Sunshine,1931,Apr,111.3
UK,Sunshine,1931,May,163.5
UK,Sunshine,1931,June,147.2
UK,Sunshine,1931,July,116.4
UK,Sunshine,1931,Aug,153.0
UK,Sunshine,1931,Sep,101.5
UK,Sunshine,1931,Oct,107.8
UK,Sunshine,1931,Nov,48.7
UK,Sunshine,1931,Dec,31.1
UK,Sunshine,1931,Win,141.6
UK,Sunshine,1932,Jan,47.5
UK,Sunshine,1932,Feb,70.6
UK,Sunshine,1932,March,105.9
UK,Sunshine,1932,Apr,131.0
UK,Sunshine,1932,May,126.2
UK,Sunshine,1932,June,196.8
UK,Sunshine,1932,July,123.6
UK,Sunshine,1932,Aug,145.9
UK,Sunshine,1932,Sep,109.3
UK,Sunshine,1932,Oct,81.9
UK,Sunshine,1932,Nov,44.8
UK,Sunshine,1932,Dec,40.9
UK,Sunshine,1932,Win,149.2
UK,Sunshine,1933,Jan,56.2
UK,Sunshine,1933,Feb,72.9
UK,Sunshine,1933,March,144.5
UK,Sunshine,1933,Apr,127.2
UK,Sunshine,1933,May,142.5
UK,Sunshine,1933,June,207.3
UK,Sunshine,1933,July,188.8
UK,Sunshine,1933,Aug,189.6
UK,Sunshine,1933,Sep,159.1
UK,Sunshine,1933,Oct,76.0
UK,Sunshine,1933,Nov,52.1
UK,Sunshine,1933,Dec,35.8
UK,Sunshine,1933,Win,170.1
UK,Sunshine,1934,Jan,47.5
UK,Sunshine,1934,Feb,80.2
UK,Sunshine,1934,March,107.3
UK,Sunshine,1934,Apr,118.3
UK,Sunshine,1934,May,176.8
UK,Sunshine,1934,June,195.0
UK,Sunshine,1934,July,223.0
UK,Sunshine,1934,Aug,148.7
UK,Sunshine,1934,Sep,143.3
UK,Sunshine,1934,Oct,73.3
UK,Sunshine,1934,Nov,40.5
UK,Sunshine,1934,Dec,21.0
UK,Sunshine,1934,Win,163.5
UK,Sunshine,1935,Jan,42.8
UK,Sunshine,1935,Feb,53.9
UK,Sunshine,1935,March,110.2
UK,Sunshine,1935,Apr,132.7
UK,Sunshine,1935,May,216.5
UK,Sunshine,1935,June,167.1
UK,Sunshine,1935,July,224.6
UK,Sunshine,1935,Aug,164.3
UK,Sunshine,1935,Sep,125.2
UK,Sunshine,1935,Oct,73.8
UK,Sunshine,1935,Nov,53.8
UK,Sunshine,1935,Dec,43.5
UK,Sunshine,1935,Win,117.7
UK,Sunshine,1936,Jan,38.2
UK,Sunshine,1936,Feb,70.9
UK,Sunshine,1936,March,65.1
UK,Sunshine,1936,Apr,158.6
UK,Sunshine,1936,May,179.8
UK,Sunshine,1936,June,183.2
UK,Sunshine,1936,July,130.8
UK,Sunshine,1936,Aug,160.7
UK,Sunshine,1936,Sep,99.1
UK,Sunshine,1936,Oct,97.9
UK,Sunshine,1936,Nov,47.9
UK,Sunshine,1936,Dec,41.0
UK,Sunshine,1936,Win,152.6
UK,Sunshine,1937,Jan,36.0
UK,Sunshine,1937,Feb,63.5
UK,Sunshine,1937,March,103.4
UK,Sunshine,1937,Apr,91.6
UK,Sunshine,1937,May,184.7
UK,Sunshine,1937,June,164.3
UK,Sunshine,1937,July,119.4
UK,Sunshine,1937,Aug,166.0
UK,Sunshine,1937,Sep,131.0
UK,Sunshine,1937,Oct,77.0
UK,Sunshine,1937,Nov,54.8
UK,Sunshine,1937,Dec,33.0
UK,Sunshine,1937,Win,140.5
UK,Sunshine,1938,Jan,37.9
UK,Sunshine,1938,Feb,60.5
UK,Sunshine,1938,March,115.2
UK,Sunshine,1938,Apr,163.8
UK,Sunshine,1938,May,160.3
UK,Sunshine,1938,June,170.7
UK,Sunshine,1938,July,133.3
UK,Sunshine,1938,Aug,159.6
UK,Sunshine,1938,Sep,107.5
UK,Sunshine,1938,Oct,94.0
UK,Sunshine,1938,Nov,54.2
UK,Sunshine,1938,Dec,43.4
UK,Sunshine,1938,Win,131.4
UK,Sunshine,1939,Jan,40.7
UK,Sunshine,1939,Feb,67.7
UK,Sunshine,1939,March,93.9
UK,Sunshine,1939,Apr,157.4
UK,Sunshine,1939,May,185.7
UK,Sunshine,1939,June,214.5
UK,Sunshine,1939,July,124.5
UK,Sunshine,1939,Aug,153.4
UK,Sunshine,1939,Sep,124.7
UK,Sunshine,1939,Oct,100.9
UK,Sunshine,1939,Nov,39.1
UK,Sunshine,1939,Dec,33.0
UK,Sunshine,1939,Win,151.8
UK,Sunshine,1940,Jan,54.4
UK,Sunshine,1940,Feb,37.1
UK,Sunshine,1940,March,105.0
UK,Sunshine,1940,Apr,112.2
UK,Sunshine,1940,May,199.7
UK,Sunshine,1940,June,263.3
UK,Sunshine,1940,July,151.5
UK,Sunshine,1940,Aug,158.5
UK,Sunshine,1940,Sep,142.5
UK,Sunshine,1940,Oct,72.4
UK,Sunshine,1940,Nov,53.2
UK,Sunshine,1940,Dec,34.7
UK,Sunshine,1940,Win,124.5
UK,Sunshine,1941,Jan,37.9
UK,Sunshine,1941,Feb,61.0
UK,Sunshine,1941,March,104.2
UK,Sunshine,1941,Apr,106.3
UK,Sunshine,1941,May,154.7
UK,Sunshine,1941,June,190.7
UK,Sunshine,1941,July,175.1
UK,Sunshine,1941,Aug,145.2
UK,Sunshine,1941,Sep,98.5
UK,Sunshine,1941,Oct,93.5
UK,Sunshine,1941,Nov,41.5
UK,Sunshine,1941,Dec,33.5
UK,Sunshine,1941,Win,133.5
UK,Sunshine,1942,Jan,33.9
UK,Sunshine,1942,Feb,53.4
UK,Sunshine,1942,March,77.7
UK,Sunshine,1942,Apr,204.6
UK,Sunshine,1942,May,201.7
UK,Sunshine,1942,June,193.0
UK,Sunshine,1942,July,161.1
UK,Sunshine,1942,Aug,111.4
UK,Sunshine,1942,Sep,125.1
UK,Sunshine,1942,Oct,77.3
UK,Sunshine,1942,Nov,53.2
UK,Sunshine,1942,Dec,30.7
UK,Sunshine,1942,Win,120.8
UK,Sunshine,1943,Jan,38.9
UK,Sunshine,1943,Feb,72.8
UK,Sunshine,1943,March,120.3
UK,Sunshine,1943,Apr,143.5
UK,Sunshine,1943,May,212.5
UK,Sunshine,1943,June,183.6
UK,Sunshine,1943,July,195.0
UK,Sunshine,1943,Aug,129.6
UK,Sunshine,1943,Sep,121.3
UK,Sunshine,1943,Oct,85.7
UK,Sunshine,1943,Nov,56.8
UK,Sunshine,1943,Dec,37.4
UK,Sunshine,1943,Win,142.4
UK,Sunshine,1944,Jan,32.0
UK,Sunshine,1944,Feb,63.3
UK,Sunshine,1944,March,115.1
UK,Sunshine,1944,Apr,130.2
UK,Sunshine,1944,May,175.5
UK,Sunshine,1944,June,146.3
UK,Sunshine,1944,July,107.2
UK,Sunshine,1944,Aug,172.1
UK,Sunshine,1944,Sep,122.8
UK,Sunshine,1944,Oct,84.0
UK,Sunshine,1944,Nov,45.6
UK,Sunshine,1944,Dec,41.1
UK,Sunshine,1944,Win,132.8
UK,Sunshine,1945,Jan,47.7
UK,Sunshine,1945,Feb,62.1
UK,Sunshine,1945,March,109.7
UK,Sunshine,1945,Apr,173.7
UK,Sunshine,1945,May,164.8
UK,Sunshine,1945,June,171.8
UK,Sunshine,1945,July,153.9
UK,Sunshine,1945,Aug,157.4
UK,Sunshine,1945,Sep,91.4
UK,Sunshine,1945,Oct,93.3
UK,Sunshine,1945,Nov,42.4
UK,Sunshine,1945,Dec,34.0
UK,Sunshine,1945,Win,150.8
UK,Sunshine,1946,Jan,45.8
UK,Sunshine,1946,Feb,71.1
UK,Sunshine,1946,March,100.4
UK,Sunshine,1946,Apr,168.9
UK,Sunshine,1946,May,210.2
UK,Sunshine,1946,June,158.8
UK,Sunshine,1946,July,162.1
UK,Sunshine,1946,Aug,138.3
UK,Sunshine,1946,Sep,96.8
UK,Sunshine,1946,Oct,77.7
UK,Sunshine,1946,Nov,39.2
UK,Sunshine,1946,Dec,50.0
UK,Sunshine,1946,Win,150.9
UK,Sunshine,1947,Jan,45.6
UK,Sunshine,1947,Feb,43.4
UK,Sunshine,1947,March,79.6
UK,Sunshine,1947,Apr,134.7
UK,Sunshine,1947,May,166.4
UK,Sunshine,1947,June,156.3
UK,Sunshine,1947,July,155.7
UK,Sunshine,1947,Aug,257.0
UK,Sunshine,1947,Sep,124.7
UK,Sunshine,1947,Oct,95.2
UK,Sunshine,1947,Nov,70.1
UK,Sunshine,1947,Dec,28.1
UK,Sunshine,1947,Win,139.0
UK,Sunshine,1948,Jan,35.1
UK,Sunshine,1948,Feb,64.6
UK,Sunshine,1948,March,145.0
UK,Sunshine,1948,Apr,173.8
UK,Sunshine,1948,May,238.7
UK,Sunshine,1948,June,149.8
UK,Sunshine,1948,July,164.5
UK,Sunshine,1948,Aug,111.6
UK,Sunshine,1948,Sep,115.9
UK,Sunshine,1948,Oct,89.0
UK,Sunshine,1948,Nov,60.8
UK,Sunshine,1948,Dec,47.4
UK,Sunshine,1948,Win,127.8
UK,Sunshine,1949,Jan,44.9
UK,Sunshine,1949,Feb,93.3
UK,Sunshine,1949,March,113.9
UK,Sunshine,1949,Apr,152.5
UK,Sunshine,1949,May,207.6
UK,Sunshine,1949,June,243.1
UK,Sunshine,1949,July,193.8
UK,Sunshine,1949,Aug,169.1
UK,Sunshine,1949,Sep,137.4
UK,Sunshine,1949,Oct,86.6
UK,Sunshine,1949,Nov,55.3
UK,Sunshine,1949,Dec,39.3
UK,Sunshine,1949,Win,185.6
UK,Sunshine,1950,Jan,36.3
UK,Sunshine,1950,Feb,68.2
UK,Sunshine,1950,March,114.2
UK,Sunshine,1950,Apr,144.1
UK,Sunshine,1950,May,176.6
UK,Sunshine,1950,June,210.9
UK,Sunshine,1950,July,172.0
UK,Sunshine,1950,Aug,158.1
UK,Sunshine,1950,Sep,102.9
UK,Sunshine,1950,Oct,90.9
UK,Sunshine,1950,Nov,56.9
UK,Sunshine,1950,Dec,37.1
UK,Sunshine,1950,Win,143.8
UK,Sunshine,1951,Jan,42.1
UK,Sunshine,1951,Feb,62.0
UK,Sunshine,1951,March,86.6
UK,Sunshine,1951,Apr,172.4
UK,Sunshine,1951,May,179.8
UK,Sunshine,1951,June,213.9
UK,Sunshine,1951,July,172.5
UK,Sunshine,1951,Aug,138.9
UK,Sunshine,1951,Sep,108.9
UK,Sunshine,1951,Oct,99.4
UK,Sunshine,1951,Nov,49.3
UK,Sunshine,1951,Dec,44.8
UK,Sunshine,1951,Win,141.2
UK,Sunshine,1952,Jan,61.5
UK,Sunshine,1952,Feb,74.3
UK,Sunshine,1952,March,94.0
UK,Sunshine,1952,Apr,156.7
UK,Sunshine,1952,May,186.8
UK,Sunshine,1952,June,171.1
UK,Sunshine,1952,July,168.1
UK,Sunshine,1952,Aug,148.6
UK,Sunshine,1952,Sep,112.8
UK,Sunshine,1952,Oct,98.9
UK,Sunshine,1952,Nov,63.1
UK,Sunshine,1952,Dec,44.4
UK,Sunshine,1952,Win,180.7
UK,Sunshine,1953,Jan,37.6
UK,Sunshine,1953,Feb,62.5
UK,Sunshine,1953,March,132.2
UK,Sunshine,1953,Apr,163.4
UK,Sunshine,1953,May,195.9
UK,Sunshine,1953,June,152.9
UK,Sunshine,1953,July,156.3
UK,Sunshine,1953,Aug,170.6
UK,Sunshine,1953,Sep,124.5
UK,Sunshine,1953,Oct,83.2
UK,Sunshine,1953,Nov,44.2
UK,Sunshine,1953,Dec,33.3
UK,Sunshine,1953,Win,144.5
UK,Sunshine,1954,Jan,47.1
UK,Sunshine,1954,Feb,56.8
UK,Sunshine,1954,March,101.5
UK,Sunshine,1954,Apr,180.3
UK,Sunshine,1954,May,151.1
UK,Sunshine,1954,June,138.7
UK,Sunshine,1954,July,121.5
UK,Sunshine,1954,Aug,116.5
UK,Sunshine,1954,Sep,139.8
UK,Sunshine,1954,Oct,75.3
UK,Sunshine,1954,Nov,51.0
UK,Sunshine,1954,Dec,36.3
UK,Sunshine,1954,Win,137.2
UK,Sunshine,1955,Jan,36.5
UK,Sunshine,1955,Feb,79.6
UK,Sunshine,1955,March,139.7
UK,Sunshine,1955,Apr,165.7
UK,Sunshine,1955,May,203.5
UK,Sunshine,1955,June,159.1
UK,Sunshine,1955,July,256.0
UK,Sunshine,1955,Aug,183.4
UK,Sunshine,1955,Sep,140.8
UK,Sunshine,1955,Oct,102.2
UK,Sunshine,1955,Nov,52.3
UK,Sunshine,1955,Dec,38.3
UK,Sunshine,1955,Win,152.4
UK,Sunshine,1956,Jan,48.6
UK,Sunshine,1956,Feb,67.5
UK,Sunshine,1956,March,129.6
UK,Sunshine,1956,Apr,163.5
UK,Sunshine,1956,May,211.7
UK,Sunshine,1956,June,162.5
UK,Sunshine,1956,July,153.2
UK,Sunshine,1956,Aug,140.3
UK,Sunshine,1956,Sep,91.9
UK,Sunshine,1956,Oct,101.0
UK,Sunshine,1956,Nov,50.6
UK,Sunshine,1956,Dec,19.8
UK,Sunshine,1956,Win,154.4
UK,Sunshine,1957,Jan,45.4
UK,Sunshine,1957,Feb,78.2
UK,Sunshine,1957,March,81.6
UK,Sunshine,1957,Apr,160.0
UK,Sunshine,1957,May,198.6
UK,Sunshine,1957,June,264.4
UK,Sunshine,1957,July,124.7
UK,Sunshine,1957,Aug,132.1
UK,Sunshine,1957,Sep,107.3
UK,Sunshine,1957,Oct,74.7
UK,Sunshine,1957,Nov,52.8
UK,Sunshine,1957,Dec,47.0
UK,Sunshine,1957,Win,143.4
UK,Sunshine,1958,Jan,45.8
UK,Sunshine,1958,Feb,51.7
UK,Sunshine,1958,March,104.6
UK,Sunshine,1958,Apr,139.8
UK,Sunshine,1958,May,178.4
UK,Sunshine,1958,June,134.0
UK,Sunshine,1958,July,163.2
UK,Sunshine,1958,Aug,119.1
UK,Sunshine,1958,Sep,119.2
UK,Sunshine,1958,Oct,87.2
UK,Sunshine,1958,Nov,45.2
UK,Sunshine,1958,Dec,31.2
UK,Sunshine,1958,Win,144.6
UK,Sunshine,1959,Jan,70.1
UK,Sunshine,1959,Feb,61.9
UK,Sunshine,1959,March,95.9
UK,Sunshine,1959,Apr,135.9
UK,Sunshine,1959,May,215.7
UK,Sunshine,1959,June,209.8
UK,Sunshine,1959,July,195.4
UK,Sunshine,1959,Aug,177.5
UK,Sunshine,1959,Sep,173.0
UK,Sunshine,1959,Oct,120.7
UK,Sunshine,1959,Nov,49.9
UK,Sunshine,1959,Dec,28.0
UK,Sunshine,1959,Win,163.1
UK,Sunshine,1960,Jan,37.4
UK,Sunshine,1960,Feb,82.5
UK,Sunshine,1960,March,75.3
UK,Sunshine,1960,Apr,147.7
UK,Sunshine,1960,May,183.1
UK,Sunshine,1960,June,233.9
UK,Sunshine,1960,July,142.4
UK,Sunshine,1960,Aug,150.2
UK,Sunshine,1960,Sep,124.3
UK,Sunshine,1960,Oct,61.6
UK,Sunshine,1960,Nov,58.9
UK,Sunshine,1960,Dec,47.2
UK,Sunshine,1960,Win,148.0
UK,Sunshine,1961,Jan,39.4
UK,Sunshine,1961,Feb,60.0
UK,Sunshine,1961,March,117.2
UK,Sunshine,1961,Apr,100.8
UK,Sunshine,1961,May,193.5
UK,Sunshine,1961,June,184.6
UK,Sunshine,1961,July,139.2
UK,Sunshine,1961,Aug,154.5
UK,Sunshine,1961,Sep,116.7
UK,Sunshine,1961,Oct,98.5
UK,Sunshine,1961,Nov,58.5
UK,Sunshine,1961,Dec,46.7
UK,Sunshine,1961,Win,146.6
UK,Sunshine,1962,Jan,51.2
UK,Sunshine,1962,Feb,67.9
UK,Sunshine,1962,March,111.0
UK,Sunshine,1962,Apr,167.3
UK,Sunshine,1962,May,163.3
UK,Sunshine,1962,June,207.5
